Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
6287.3424,0.0,6287.3424,0.0,0.0,0.0,0.0,0.0,0.0
6243.6803,0.0,6243.6803,0.0,0.0,0.0,0.0,0.0,0.0
6200.0182,0.0,6200.0182,0.0,0.0,0.0,0.0,0.0,0.0
6156.3561,0.0,6156.3561,0.0,0.0,0.0,0.0,0.0,0.0
6112.694,0.0,6112.694,0.0,0.0,0.0,0.0,0.0,0.0
6069.0319,0.0,6069.0319,0.0,0.0,0.0,0.0,0.0,0.0
6025.3698,0.0,6025.3698,0.0,0.0,0.0,0.0,0.0,0.0
5981.7077,0.0,5981.7077,0.0,0.0,0.0,0.0,0.0,0.0
5938.0456,0.0,5938.0456,0.0,0.0,0.0,0.0,0.0,0.0
5894.3835,0.0,5894.3835,0.0,0.0,0.0,0.0,0.0,0.0
5850.7214,0.0,5850.7214,0.0,0.0,0.0,0.0,0.0,0.0
5807.0593,0.0,5807.0593,0.0,0.0,0.0,0.0,0.0,0.0
5763.3972,0.0,5763.3972,0.0,0.0,0.0,0.0,0.0,0.0
5545.0867,0.0,5545.0867,0.0,0.0,0.0,0.0,0.0,0.0
5326.7762,0.0,5326.7762,0.0,0.0,0.0,0.0,0.0,0.0
5108.4657,0.0,5108.4657,0.0,0.0,0.0,0.0,0.0,0.0
4890.1552,0.0,4890.1552,0.0,0.0,0.0,0.0,0.0,0.0
4671.8447,0.0,4671.8447,0.0,0.0,0.0,0.0,0.0,0.0
4453.5342,0.0,4453.5342,0.0,0.0,0.0,0.0,0.0,0.0
4235.2237,0.0,4235.2237,0.0,0.0,0.0,0.0,0.0,0.0
4016.9132,0.0,4016.9132,0.0,0.0,0.0,0.0,0.0,0.0
3798.6027,0.0,3798.6027,0.0,0.0,0.0,0.0,0.0,0.0
3580.2922,0.0,3580.2922,0.0,0.0,0.0,0.0,0.0,0.0
3361.9817,0.0,3361.9817,0.0,0.0,0.0,0.0,0.0,0.0
3143.6712,0.0,3143.6712,0.0,0.0,0.0,0.0,0.0,0.0
3012.6849,0.0,3012.6849,0.0,0.0,0.0,0.0,0.0,0.0
2881.6986,0.0,2881.6986,0.0,0.0,0.0,0.0,0.0,0.0
2750.7123,0.0,2750.7123,0.0,0.0,0.0,0.0,0.0,0.0
2619.726,0.0,2619.726,0.0,0.0,0.0,0.0,0.0,0.0
2488.7397,0.0,2488.7397,0.0,0.0,0.0,0.0,0.0,0.0
2357.7534,0.0,2357.7534,0.0,0.0,0.0,0.0,0.0,0.0
