Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh]
2210.622,0.0,2210.622,0,0,17.166350913607847,0.0,0.0,0.0,0.8,0.15
2195.2705,0.0,2195.2705,0,0,17.20786294343281,0.0,0.0,0.0,0.79999444,0.15
2179.9189,0.0,2179.9189,0,0,17.249374973257776,0.0,0.0,0.0,0.79998889,0.15
2164.5674,0.0,2164.5674,0,0,17.290887003082744,0.0,0.0,0.0,0.79998333,0.15
2149.2158,0.0,2149.2158,0,0,17.33239903290771,0.0,0.0,0.0,0.79997778,0.15
2133.8643,0.0,2133.8643,0,0,17.373911062732674,0.0,0.0,0.0,0.79997222,0.15
2118.5127,0.0,2118.5127,0,0,17.41542309255764,0.0,0.0,0.0,0.79996667,0.15
2103.1612,0.0,2103.1612,0,0,17.456935122382603,0.0,0.0,0.0,0.79996111,0.15
2087.8097,0.0,2087.8097,0,0,17.498447152207568,0.0,0.0,0.0,0.79995556,0.15
2072.4581,0.0,2072.4581,0,0,17.539959182032533,0.0,0.0,0.0,0.79995,0.15
2057.1066,0.0,2057.1066,0,0,17.5814712118575,0.0,0.0,0.0,0.79994445,0.15
2041.755,0.0,2041.755,0,0,17.622983241682466,0.0,0.0,0.0,0.79993889,0.15
2026.4035,0.0,2026.4035,0,0,17.66449527150743,0.0,0.0,0.0,0.79993334,0.15
1949.6458,0.0,1949.6458,0,0,17.687908628511504,0.0,0.0,0.0,0.79992778,0.15
1872.8881,0.0,1872.8881,0,0,17.711321985515582,0.0,0.0,0.0,0.79992223,0.15
1796.1304,0.0,1796.1304,0,0,17.734735342519656,0.0,0.0,0.0,0.79991667,0.15
1719.3727,0.0,1719.3727,0,0,17.758148699523733,0.0,0.0,0.0,0.79991112,0.15
1642.615,0.0,1642.615,0,0,17.781562056527807,0.0,0.0,0.0,0.79990556,0.15
1565.8573,0.0,1565.8573,0,0,17.804975413531885,0.0,0.0,0.0,0.79990001,0.15
1489.0995,0.0,1489.0995,0,0,17.82838877053596,0.0,0.0,0.0,0.79989445,0.15
1412.3418,0.0,1412.3418,0,0,17.851802127540033,0.0,0.0,0.0,0.7998889,0.15
1335.5841,0.0,1335.5841,0,0,17.87521548454411,0.0,0.0,0.0,0.79988334,0.15
1258.8264,0.0,1258.8264,0,0,17.898628841548184,0.0,0.0,0.0,0.79987779,0.15
