Import Power [kW],Export Power [kW],Load Power [kW],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],PV/Import Power (%),Battery Utilization Rate (%),Profit surplus energy - [USD]
0.0,0.0,595.7208,0.0,0.0,595.7208,0.0,100.0,0.0
0.0,0.0,591.58385,0.0,0.0,591.58385,0.0,100.0,0.0
0.0,0.0,587.4469,0.0,0.0,587.4469,0.0,100.0,0.0
0.0,0.0,583.30995,0.0,0.0,583.30995,0.0,100.0,0.0
0.0,0.0,579.173,0.0,0.0,579.173,0.0,100.0,0.0
0.0,0.0,575.03605,0.0,0.0,575.03605,0.0,100.0,0.0
0.0,0.0,570.8991,0.0,0.0,570.8991,0.0,100.0,0.0
0.0,0.0,566.76215,0.0,0.0,566.76215,0.0,100.0,0.0
0.0,0.0,562.6252,0.0,0.0,562.6252,0.0,100.0,0.0
0.0,0.0,558.48825,0.0,0.0,558.48825,0.0,100.0,0.0
0.0,0.0,554.3513,0.0,0.0,554.3513,0.0,100.0,0.0
0.0,0.0,550.21435,0.0,0.0,550.21435,0.0,100.0,0.0
0.0,0.0,546.0774,0.0,0.0,546.0774,0.0,100.0,0.0
0.0,0.0,525.39265,0.0,0.0,525.39265,0.0,100.0,0.0
0.0,0.0,504.7079,0.0,0.0,504.7079,0.0,100.0,0.0
0.0,0.0,484.02315,0.0,0.0,484.02315,0.0,100.0,0.0
0.0,0.0,463.3384,0.0,0.0,463.3384,0.0,100.0,0.0
0.0,0.0,442.65365,0.0,0.0,442.65365,0.0,100.0,0.0
0.0,0.0,421.9689,1.5273888e-19,0.0,421.9689,3.6196714971174413e-20,100.0,0.0
0.0,0.0,401.28415,0.0,0.0,401.28415,0.0,100.0,0.0
0.0,0.0,380.5994,0.0,0.0,380.5994,0.0,100.0,0.0
0.0,0.0,359.91465,0.0,0.0,359.91465,0.0,100.0,0.0
0.0,0.0,339.2299,0.0,0.0,339.2299,0.0,100.0,0.0
0.0,0.0,318.54515,0.0,0.0,318.54515,0.0,100.0,0.0
0.0,0.0,297.8604,0.0,0.0,297.8604,0.0,100.0,0.0
0.0,0.0,285.44955,0.0,0.0,285.44955,0.0,100.0,0.0
0.0,0.0,273.0387,0.0,0.0,273.0387,0.0,100.0,0.0
0.0,0.0,260.62785,0.0,0.0,260.62785,0.0,100.0,0.0
0.0,0.0,248.217,0.0,0.0,248.217,0.0,100.0,0.0
0.0,0.0,235.80615,0.0,0.0,235.80615,0.0,100.0,0.0
0.0,0.0,223.3953,0.0,0.0,223.3953,0.0,100.0,0.0
0.0,0.0,210.98445,0.0,0.0,210.98445,0.0,100.0,0.0
0.0,0.0,198.5736,0.0,0.0,198.5736,0.0,100.0,0.0
0.0,0.0,186.16275,0.0,0.0,186.16275,0.0,100.0,0.0
0.0,0.0,173.7519,0.0,0.0,173.7519,0.0,100.0,0.0
0.0,0.0,161.34105,0.0,0.0,161.34105,0.0,100.0,0.0
0.0,0.0,148.9302,0.0,0.0,148.9302,0.0,100.0,0.0
0.0,0.0,136.51935,0.0,0.0,136.51935,0.0,100.0,0.0
0.0,0.0,124.1085,0.0,0.0,124.1085,0.0,100.0,0.0
0.0,0.0,111.69765,0.0,0.0,111.69765,0.0,100.0,0.0
0.0,0.0,99.2868,0.0,0.0,99.2868,0.0,100.0,0.0
0.0,0.0,86.87595,0.0,0.0,86.87595,0.0,100.0,0.0
0.0,0.0,74.4651,0.0,0.0,74.4651,0.0,100.0,0.0
0.0,0.0,62.05425,0.0,0.0,62.05425,0.0,100.0,0.0
