,Import Power [kW],Export Power [kW],Load Power [kW],Tariff Energy Period [-],Tariff Power Period [-],Temperature [C],PV Power [kW],Battery Charging Power [kW],Battery Discharging Power [kW],Battery Aggregate SOC [-],Tariff Energy [$/kWh],PV/Import Power (%),Battery Utilization Rate (%),Grid Utilization rate (%)
0,0.0,0.0,228.6768,0,0,17.166350913607847,0.0,0.0,228.6768,0.8,0.15,89,4,7
1,0.0,0.0,227.08877,0,0,17.20786294343281,0.0,0.0,227.08877,0.79920043,0.15,89,4,7
2,0.0,0.0,225.50073,0,0,17.249374973257776,0.0,0.0,225.50073,0.79840638,0.15,89,4,7
3,0.0,0.0,223.9127,0,0,17.290887003082744,0.0,0.0,223.9127,0.79761784,0.15,89,4,7
4,0.0,0.0,222.32467,0,0,17.33239903290771,0.0,0.0,222.32467,0.79683483,0.15,89,4,7
5,0.0,0.0,220.73663,0,0,17.373911062732674,0.0,0.0,220.73663,0.79605733,0.15,89,4,7
6,0.0,0.0,219.1486,0,0,17.41542309255764,0.0,0.0,219.1486,0.79528536,0.15,89,4,7
7,0.0,0.0,217.56057,0,0,17.456935122382603,0.0,0.0,217.56057,0.7945189,0.15,89,4,7
8,0.0,0.0,215.97253,0,0,17.498447152207568,0.0,0.0,215.97253,0.79375797,0.15,89,4,7
9,0.0,0.0,214.3845,0,0,17.539959182032533,0.0,0.0,214.3845,0.79300255,0.15,89,4,7
10,0.0,0.0,212.79647,0,0,17.5814712118575,0.0,0.0,212.79647,0.79225265,0.15,89,4,7
11,0.0,0.0,211.20843,0,0,17.622983241682466,0.0,0.0,211.20843,0.79150827,0.15,89,4,7
12,0.0,0.0,209.6204,0,0,17.66449527150743,0.0,0.0,209.6204,0.79076942,0.15,89,4,7
13,0.0,0.0,201.68023,0,0,17.687908628511504,0.0,0.0,201.68023,0.79003608,0.15,89,4,7
14,0.0,0.0,193.74007,0,0,17.711321985515582,0.0,0.0,193.74007,0.78933031,0.15,89,4,7
15,0.0,0.0,185.7999,0,0,17.734735342519656,0.0,0.0,185.7999,0.78865212,0.15,89,4,7
16,0.0,0.0,177.85973,0,0,17.758148699523733,0.0,0.0,177.85973,0.78800151,0.15,89,4,7
17,0.0,0.0,169.91957,0,0,17.781562056527807,0.0,0.0,169.91957,0.78737846,0.15,89,4,7
18,0.0,0.0,161.9794,0,0,17.804975413531885,0.0,0.0,161.9794,0.786783,0.15,89,4,7
19,0.0,0.0,154.03923,0,0,17.82838877053596,0.0,0.0,154.03923,0.78621511,0.15,89,4,7
20,0.0,0.0,146.09907,0,0,17.851802127540033,0.0,0.0,146.09907,0.78567479,0.15,89,4,7
21,0.0,0.0,138.1589,0,0,17.87521548454411,0.0,0.0,138.1589,0.78516204,0.15,89,4,7
22,0.0,0.0,130.21873,0,0,17.898628841548184,0.0,0.0,130.21873,0.78467687,0.15,89,4,7
23,0.0,0.0,122.27857,0,0,17.922042198552262,0.0,0.0,122.27857,0.78421927,0.15,89,4,7
24,0.0,0.0,114.3384,0,0,17.945455555556336,0.0,0.0,114.3384,0.78378925,0.15,89,4,7
25,0.0,0.0,109.5743,0,0,17.948861807655422,0.0,0.0,109.5743,0.7833868,0.15,89,4,7
26,0.0,0.0,104.8102,0,0,17.952268059754505,0.0,0.0,104.8102,0.78300089,0.15,89,4,7
27,0.0,0.0,100.0461,0,0,17.955674311853592,0.0,0.0,100.0461,0.78263153,0.15,89,4,7
28,0.0,0.0,95.282,0,0,17.959080563952675,0.0,0.0,95.282,0.78227871,0.15,89,4,7
29,0.0,0.0,90.5179,0,0,17.96248681605176,0.0,0.0,90.5179,0.78194244,0.15,89,4,7
30,0.0,0.0,85.7538,0,0,17.965893068150848,0.0,0.0,85.7538,0.78162271,0.15,89,4,7
