Hora,P_base [kW],P_VE [kW],P_DER [kW],P_carga [kW]
2025-01-01 00:00:00,145249.57776560014,595.7208,0.0,145845.29856560015
2025-01-01 00:05:00,143952.70653555015,591.58385,0.0,144544.29038555015
2025-01-01 00:10:00,142655.83530550014,587.4469,0.0,143243.28220550015
2025-01-01 00:15:00,141358.96407545015,583.30995,0.0,141942.27402545014
2025-01-01 00:20:00,140062.09284540013,579.173,0.0,140641.26584540014
2025-01-01 00:25:00,138765.22161535014,575.03605,0.0,139340.25766535013
2025-01-01 00:30:00,137468.35038530015,570.8991,0.0,138039.24948530016
2025-01-01 00:35:00,136171.47915525013,566.76215,0.0,136738.24130525012
2025-01-01 00:40:00,134874.60792520014,562.6252,0.0,135437.23312520015
2025-01-01 00:45:00,133577.73669515012,558.48825,0.0,134136.2249451501
2025-01-01 00:50:00,132280.86546510013,554.3513,0.0,132835.21676510014
2025-01-01 00:55:00,130983.99423505012,550.21435,0.0,131534.20858505013
2025-01-01 01:00:00,129687.12300500012,546.0774,0.0,130233.20040500011
2025-01-01 01:05:00,129470.97779999179,525.39265,0.0,129996.37044999178
2025-01-01 01:10:00,129254.83259498345,504.7079,0.0,129759.54049498345
2025-01-01 01:15:00,129038.68738997512,484.02315,0.0,129522.71053997512
2025-01-01 01:20:00,128822.54218496678,463.3384,0.0,129285.88058496677
2025-01-01 01:25:00,128606.39697995846,442.65365,0.0,129049.05062995845
2025-01-01 01:30:00,128390.25177495011,421.9689,1.5273888e-19,128812.22067495012
2025-01-01 01:35:00,128174.10656994178,401.28415,0.0,128575.39071994179
2025-01-01 01:40:00,127957.96136493345,380.5994,0.0,128338.56076493346
2025-01-01 01:45:00,127741.81615992512,359.91465,0.0,128101.73080992512
2025-01-01 01:50:00,127525.67095491677,339.2299,0.0,127864.90085491678
2025-01-01 01:55:00,127309.52574990845,318.54515,0.0,127628.07089990846
2025-01-01 02:00:00,127093.38054490011,297.8604,0.0,127391.24094490011
2025-01-01 02:05:00,126877.23533989178,285.44955,0.0,127162.68488989178
2025-01-01 02:10:00,126661.09013488344,273.0387,0.0,126934.12883488345
2025-01-01 02:15:00,126444.94492987511,260.62785,0.0,126705.57277987512
2025-01-01 02:20:00,126228.79972486677,248.217,0.0,126477.01672486677
2025-01-01 02:25:00,126012.65451985845,235.80615,0.0,126248.46066985845
2025-01-01 02:30:00,125796.5093148501,223.3953,0.0,126019.90461485011
2025-01-01 02:35:00,125580.36410984177,210.98445,0.0,125791.34855984178
2025-01-01 02:40:00,125364.21890483345,198.5736,0.0,125562.79250483346
2025-01-01 02:45:00,125148.07369982511,186.16275,0.0,125334.23644982511
2025-01-01 02:50:00,124931.92849481678,173.7519,0.0,125105.68039481678
2025-01-01 02:55:00,124715.78328980845,161.34105,0.0,124877.12433980845
2025-01-01 03:00:00,124499.63808480011,148.9302,0.0,124648.56828480012
2025-01-01 03:05:00,125580.36410984177,136.51935,0.0,125716.88345984177
2025-01-01 03:10:00,126661.09013488344,124.1085,0.0,126785.19863488345
2025-01-01 03:15:00,127741.81615992512,111.69765,0.0,127853.51380992512
2025-01-01 03:20:00,128822.54218496678,99.2868,0.0,128921.82898496678
2025-01-01 03:25:00,129903.26821000845,86.87595,0.0,129990.14416000845
2025-01-01 03:30:00,130983.99423505012,74.4651,0.0,131058.45933505012
2025-01-01 03:35:00,132064.7202600918,62.05425,0.0,132126.77451009178
2025-01-01 03:40:00,133145.44628513345,49.6434,0.0,133195.08968513345
2025-01-01 03:45:00,134226.17231017514,37.23255,0.0,134263.40486017513
2025-01-01 03:50:00,135306.8983352168,24.8217,0.0,135331.7200352168
2025-01-01 03:55:00,136387.62436025846,12.41085,0.0,136400.03521025844
2025-01-01 04:00:00,137468.35038530015,0.0,0.0,137468.35038530015
2025-01-01 04:05:00,140494.38325541682,70.32815,0.0,140564.7114054168
2025-01-01 04:10:00,143520.41612553346,140.6563,0.0,143661.07242553346
